ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
473,474,19,女,重,973:813:987:869:694:743:639:648:385:201:916:449:477:891:871:155:120:41:3:105:101,46.0:10.0:10.0:10.0:44.0:10.0:10.0:9.0:181.0:219.0:45.0:254.0:96.0:10.0:290.0:9.0:9.0:23.0:129.0:91.0:11.0,10.0:10.0:51.0:41.0:10.0:14.0:9.0:9.0:124.0:235.0:40.0:314.0:29.0:32.0:267.0:9.0:9.0:87.0:63.0:91.0:9.0
474,475,31,男,中,248:69:13:870:871:123:113:847:809:96:631:674:667:1018:947:915:451,300.0:140.0:11.0:134.0:167.0:9.0:26.0:9.0:9.0:102.0:8.0:9.0:180.0:65.0:10.0:146.0:284.0,429.0:141.0:10.0:9.0:290.0:15.0:10.0:10.0:10.0:102.0:10.0:10.0:45.0:15.0:46.0:51.0:350.0
475,476,28,女,中,896:692:22:810:94:915:870:948:1:929:689:463:185:191:511:666:644:122,177.0:90.0:46.0:9.0:100.0:40.0:123.0:113.0:104.0:9.0:9.0:203.0:156.0:240.0:147.0:126.0:9.0:9.0,215.0:10.0:10.0:28.0:100.0:40.0:86.0:34.0:140.0:10.0:10.0:10.0:9.0:490.0:341.0:10.0:10.0:10.0
476,477,39,女,轻,936:119:714:112:94:521:908:699:650:221:216:629:95:455:16:832:899,51.0:9.0:10.0:9.0:90.0:137.0:50.0:20.0:8.0:376.0:42.0:9.0:10.0:132.0:150.0:27.0:182.0,40.0:9.0:10.0:9.0:90.0:58.0:39.0:20.0:9.0:262.0:37.0:9.0:10.0:293.0:149.0:17.0:219.0
477,478,25,男,轻,301:926:232:482:109:945:871:667:117:94:444:134:699:809:641:19,168.0:70.0:160.0:142.0:111.0:65.0:300.0:84.0:79.0:9.0:58.0:9.0:11.0:9.0:9.0:138.0,66.0:50.0:316.0:10.0:92.0:60.0:300.0:56.0:10.0:9.0:340.0:15.0:10.0:10.0:10.0:150.0
478,479,21,男,中,103:196:19:444:871:815:923:18:194:809:456:646:686:951:135,185.0:113.0:80.0:161.0:324.0:9.0:40.0:56.0:187.0:149.0:189.0:28.0:9.0:40.0:112.0,101.0:445.0:9.0:193.0:300.0:37.0:50.0:167.0:54.0:10.0:157.0:10.0:10.0:49.0:18.0
479,480,19,女,重,683:671:94:871:879:460:492:152:821:961:955:14:915:317:196:646:640,10.0:13.0:101.0:97.0:204.0:10.0:323.0:10.0:30.0:10.0:49.0:150.0:40.0:64.0:237.0:15.0:10.0,10.0:19.0:100.0:129.0:171.0:25.0:324.0:10.0:35.0:33.0:10.0:149.0:40.0:329.0:76.0:15.0:10.0
480,481,35,男,中,631:641:738:972:984:672:908:925:101:94:73:39:240:229:816:822:878:463:484:122,10.0:13.0:10.0:16.0:24.0:22.0:31.0:18.0:90.0:10.0:95.0:54.0:374.0:29.0:10.0:15.0:299.0:167.0:119.0:11.0,10.0:13.0:10.0:16.0:24.0:22.0:31.0:18.0:90.0:10.0:91.0:58.0:374.0:29.0:10.0:15.0:300.0:167.0:119.0:11.0
481,482,29,男,轻,950:238:185:36:92:636:94:98:447:686:667:117:918:913:875:870:824,58.0:308.0:192.0:113.0:109.0:126.0:10.0:90.0:200.0:9.0:9.0:15.0:39.0:10.0:121.0:220.0:56.0,76.0:197.0:134.0:9.0:177.0:25.0:62.0:17.0:350.0:10.0:55.0:10.0:10.0:40.0:291.0:9.0:10.0
482,483,37,女,轻,820:200:311:931:445:1:29:926:96:637:635:132:119:878:872:741:706,10.0:280.0:130.0:40.0:330.0:82.0:68.0:46.0:99.0:9.0:9.0:9.0:9.0:35.0:265.0:35.0:10.0,42.0:308.0:62.0:39.0:297.0:66.0:85.0:40.0:101.0:9.0:9.0:9.0:9.0:35.0:265.0:10.0:11.0
483,484,38,女,轻,632:788:621:108:147:133:883:889:913:301:86:811:814:1033:445,9.0:10.0:9.0:101.0:9.0:9.0:93.0:206.0:50.0:404.0:149.0:10.0:52.0:75.0:286.0,9.0:10.0:9.0:100.0:9.0:9.0:110.0:188.0:50.0:300.0:150.0:38.0:12.0:75.0:351.0
484,485,41,女,中,917:909:882:871:812:809:444:53:5:107:621:655:714:932:929:261:172,26.0:14.0:150.0:151.0:50.0:10.0:320.0:104.0:47.0:101.0:10.0:15.0:10.0:48.0:10.0:409.0:10.0,38.0:12.0:247.0:52.0:10.0:10.0:200.0:126.0:24.0:100.0:10.0:10.0:22.0:14.0:47.0:377.0:15.0
485,486,39,女,重,112:180:104:94:43:30:915:822:843:196:871:877:646:623:696:679:946:935:444,9.0:9.0:77.0:25.0:108.0:43.0:40.0:10.0:39.0:384.0:173.0:126.0:9.0:9.0:10.0:10.0:54.0:10.0:350.0,9.0:9.0:90.0:9.0:134.0:16.0:40.0:10.0:35.0:384.0:201.0:100.0:9.0:9.0:10.0:10.0:34.0:10.0:350.0
486,487,32,男,轻,946:973:113:100:95:918:674:697:199:235:629:817:872:50:471:444,34.0:38.0:102.0:126.0:10.0:46.0:50.0:15.0:236.0:264.0:89.0:11.0:300.0:113.0:186.0:163.0,38.0:33.0:10.0:11.0:91.0:50.0:57.0:10.0:80.0:330.0:25.0:10.0:300.0:149.0:10.0:340.0
487,488,19,女,重,444:521:96:95:197:902:929:935:834:146:149:627:620:8:708:667:925:917,340.0:10.0:40.0:61.0:225.0:118.0:54.0:10.0:10.0:9.0:9.0:9.0:9.0:102.0:26.0:12.0:40.0:10.0,340.0:10.0:42.0:59.0:225.0:119.0:54.0:10.0:10.0:9.0:9.0:9.0:9.0:105.0:26.0:12.0:40.0:10.0
488,489,29,女,轻,929:930:670:102:620:765:464:875:95:810:243:909:486:113:75,10.0:38.0:56.0:33.0:25.0:10.0:153.0:300.0:68.0:10.0:450.0:49.0:122.0:10.0:152.0,10.0:34.0:55.0:9.0:25.0:10.0:153.0:300.0:91.0:10.0:450.0:45.0:122.0:10.0:150.0
489,490,38,女,重,311:863:125:133:738:886:821:94:911:661:185:694:910:10:935:40:452,196.0:10.0:9.0:100.0:36.0:340.0:18.0:78.0:100.0:91.0:303.0:10.0:23.0:9.0:130.0:163.0:350.0,165.0:10.0:10.0:10.0:10.0:300.0:10.0:100.0:40.0:15.0:245.0:45.0:9.0:9.0:40.0:142.0:350.0
490,491,35,女,重,646:835:809:625:525:482:112:113:66:104:200:929:1010:920:679:738:906:872,9.0:31.0:10.0:9.0:121.0:141.0:9.0:9.0:150.0:100.0:416.0:28.0:27.0:48.0:10.0:10.0:112.0:188.0,9.0:31.0:10.0:9.0:121.0:141.0:9.0:9.0:150.0:100.0:416.0:28.0:27.0:48.0:10.0:10.0:113.0:187.0
491,492,33,男,重,1061:23:47:839:919:240:223:134:627:631:578:880:108:102:782:682,39.0:75.0:76.0:10.0:40.0:103.0:296.0:10.0:15.0:10.0:321.0:300.0:15.0:87.0:37.0:10.0,39.0:74.0:75.0:10.0:40.0:103.0:296.0:10.0:15.0:10.0:321.0:300.0:14.0:86.0:37.0:10.0
492,493,23,女,轻,118:816:94:809:335:689:537:361:945:671:647:18:888:914:916,22.0:9.0:130.0:9.0:40.0:56.0:200.0:314.0:54.0:9.0:10.0:118.0:217.0:27.0:13.0,13.0:10.0:101.0:34.0:50.0:10.0:204.0:352.0:40.0:10.0:12.0:145.0:291.0:25.0:16.0
493,494,26,男,重,872:639:112:2:637:1:809:930:916:317:104:715:871:94:944:615,163.0:208.0:9.0:113.0:9.0:10.0:53.0:11.0:40.0:443.0:79.0:10.0:136.0:78.0:59.0:350.0,10.0:10.0:10.0:142.0:15.0:9.0:42.0:10.0:48.0:454.0:91.0:20.0:290.0:10.0:44.0:351.0
494,495,31,女,轻,225:120:920:199:4:78:683:884:558:107:926:815:867:932:930:635,233.0:9.0:16.0:267.0:75.0:79.0:39.0:299.0:302.0:94.0:25.0:10.0:16.0:26.0:48.0:44.0,148.0:10.0:10.0:236.0:78.0:72.0:10.0:301.0:258.0:100.0:40.0:29.0:10.0:10.0:39.0:25.0
495,496,33,女,轻,5:97:311:912:913:32:949:857:812:643:135:179:888:879:675:505,74.0:152.0:392.0:10.0:40.0:25.0:49.0:10.0:32.0:15.0:10.0:10.0:225.0:72.0:10.0:350.0,65.0:101.0:469.0:40.0:10.0:85.0:42.0:10.0:10.0:10.0:10.0:15.0:250.0:49.0:37.0:200.0
496,497,44,男,中,871:112:832:623:652:825:444:447:286:189:948:785:913:914:106:95:58:52,300.0:118.0:10.0:9.0:91.0:10.0:72.0:245.0:304.0:69.0:72.0:54.0:17.0:32.0:158.0:9.0:36.0:48.0,300.0:9.0:10.0:15.0:9.0:29.0:340.0:10.0:161.0:338.0:51.0:23.0:10.0:41.0:92.0:10.0:9.0:145.0
497,498,26,男,轻,118:76:63:96:120:109:660:630:992:229:820:874:698:912:447,9.0:10.0:128.0:177.0:9.0:9.0:9.0:51.0:93.0:301.0:9.0:300.0:97.0:50.0:200.0,9.0:9.0:140.0:90.0:9.0:10.0:9.0:9.0:39.0:445.0:10.0:301.0:51.0:50.0:274.0
498,499,24,男,中,929:27:94:870:657:668:680:911:653:482:945:445:901:816:225:242:172,10.0:148.0:101.0:269.0:10.0:10.0:43.0:50.0:15.0:10.0:46.0:340.0:31.0:10.0:27.0:384.0:10.0,10.0:151.0:100.0:271.0:10.0:10.0:43.0:50.0:15.0:9.0:46.0:340.0:27.0:10.0:27.0:385.0:10.0
499,500,18,女,轻,929:883:690:459:679:155:94:653:211:42:276:859:868:921,61.0:300.0:9.0:274.0:87.0:25.0:101.0:10.0:350.0:150.0:43.0:9.0:9.0:52.0,61.0:300.0:9.0:274.0:46.0:25.0:100.0:10.0:363.0:149.0:43.0:9.0:9.0:51.0
500,501,27,女,轻,939:3:896:929:815:106:100:623:622:164:924:483:444:194:222:756,10.0:147.0:192.0:35.0:10.0:68.0:32.0:9.0:10.0:10.0:40.0:99.0:233.0:117.0:253.0:38.0,23.0:148.0:197.0:18.0:18.0:48.0:54.0:10.0:15.0:10.0:40.0:339.0:11.0:327.0:83.0:22.0
501,502,37,女,轻,51:9:98:94:831:813:467:474:877:922:917:116:175:717:807:655:939:238:301,34.0:74.0:132.0:9.0:9.0:25.0:10.0:320.0:130.0:30.0:10.0:15.0:10.0:9.0:30.0:10.0:63.0:162.0:250.0,79.0:69.0:22.0:79.0:10.0:25.0:322.0:28.0:144.0:40.0:9.0:10.0:10.0:10.0:30.0:10.0:40.0:391.0:58.0
502,503,37,女,重,12:56:733:667:812:858:880:870:456:923:916:189:1024:932:108:101:130:120:656,139.0:11.0:10.0:10.0:10.0:18.0:198.0:104.0:280.0:30.0:11.0:371.0:45.0:10.0:26.0:74.0:9.0:15.0:10.0,133.0:16.0:41.0:10.0:10.0:13.0:187.0:113.0:272.0:39.0:10.0:494.0:12.0:33.0:10.0:90.0:10.0:10.0:10.0
503,504,20,女,重,818:621:824:247:632:708:98:106:923:6:17:966:967:123:128:900:444:466,10.0:9.0:50.0:382.0:8.0:10.0:65.0:37.0:40.0:26.0:124.0:10.0:52.0:9.0:9.0:224.0:22.0:328.0,32.0:9.0:10.0:446.0:8.0:12.0:91.0:11.0:40.0:24.0:127.0:12.0:28.0:9.0:9.0:299.0:25.0:254.0
504,505,39,男,中,118:870:496:485:1:689:359:914:667:923:27:208:862:954:966:97:96:651,9.0:300.0:120.0:230.0:135.0:9.0:147.0:87.0:64.0:9.0:14.0:187.0:42.0:45.0:30.0:33.0:68.0:115.0,10.0:300.0:340.0:10.0:9.0:10.0:167.0:33.0:47.0:10.0:141.0:244.0:10.0:34.0:10.0:10.0:90.0:18.0
505,506,28,男,重,21:896:112:103:99:24:931:1064:862:621:126:186:671:445:467:922,10.0:299.0:86.0:91.0:10.0:140.0:65.0:10.0:10.0:128.0:41.0:397.0:63.0:11.0:338.0:197.0,141.0:300.0:10.0:9.0:91.0:10.0:10.0:53.0:10.0:15.0:10.0:498.0:51.0:55.0:207.0:40.0
506,507,44,女,重,870:873:95:22:676:668:115:131:625:510:958:989:201:921:828:816,117.0:183.0:100.0:151.0:9.0:84.0:10.0:15.0:10.0:290.0:56.0:10.0:367.0:44.0:27.0:87.0,133.0:167.0:101.0:149.0:10.0:45.0:15.0:10.0:9.0:200.0:10.0:36.0:377.0:40.0:10.0:10.0
507,508,20,女,中,848:908:166:26:713:195:598:474:936:942:636:96:891,39.0:40.0:25.0:149.0:10.0:370.0:27.0:323.0:54.0:10.0:9.0:100.0:166.0,32.0:39.0:15.0:149.0:10.0:449.0:9.0:341.0:10.0:38.0:10.0:100.0:206.0
508,509,41,男,中,933:810:844:984:92:54:479:477:673:625:199:245:921:124:890:900:94,10.0:27.0:10.0:54.0:74.0:76.0:261.0:17.0:10.0:10.0:34.0:353.0:39.0:25.0:139.0:161.0:166.0,35.0:26.0:10.0:10.0:75.0:75.0:154.0:195.0:10.0:11.0:205.0:176.0:40.0:14.0:40.0:259.0:100.0
509,510,29,女,重,95:558:35:873:578:655:909:945:248:256:115:114:672:669:826:811,101.0:18.0:150.0:282.0:318.0:68.0:50.0:64.0:200.0:253.0:9.0:9.0:29.0:25.0:10.0:10.0,100.0:105.0:151.0:299.0:244.0:15.0:50.0:53.0:97.0:352.0:9.0:9.0:10.0:46.0:10.0:10.0
510,511,42,男,重,870:186:238:635:625:447:810:702:668:569:1006:945:147:98:108:2:919,300.0:150.0:350.0:104.0:9.0:192.0:9.0:9.0:132.0:159.0:10.0:56.0:9.0:46.0:53.0:150.0:66.0,300.0:223.0:200.0:10.0:15.0:9.0:9.0:9.0:56.0:341.0:30.0:35.0:10.0:90.0:9.0:151.0:48.0
511,512,29,男,中,937:195:276:933:809:922:926:109:871:728:695:656:126:13:19:554:448,55.0:318.0:141.0:10.0:87.0:78.0:12.0:99.0:299.0:137.0:9.0:17.0:10.0:107.0:65.0:255.0:95.0,38.0:385.0:54.0:10.0:10.0:9.0:41.0:101.0:300.0:55.0:10.0:10.0:25.0:9.0:140.0:340.0:10.0
512,513,45,男,中,809:636:669:914:102:884:893:521:667:652:222:276:112:8:1000,10.0:15.0:49.0:49.0:101.0:207.0:93.0:234.0:10.0:10.0:338.0:48.0:10.0:148.0:40.0,10.0:10.0:49.0:48.0:100.0:255.0:44.0:230.0:10.0:15.0:385.0:31.0:10.0:150.0:61.0
513,514,19,女,重,158:113:695:624:659:913:919:189:104:94:450:840:888:884:37:7:978,9.0:9.0:56.0:9.0:9.0:40.0:10.0:333.0:92.0:11.0:302.0:10.0:250.0:52.0:115.0:36.0:42.0,9.0:9.0:60.0:9.0:9.0:40.0:10.0:333.0:90.0:10.0:302.0:10.0:257.0:44.0:101.0:49.0:42.0
514,515,29,男,重,94:95:811:842:650:914:876:994:8:36:128:193:472:467:708,11.0:91.0:37.0:10.0:15.0:45.0:299.0:40.0:133.0:17.0:11.0:399.0:68.0:281.0:27.0,11.0:91.0:23.0:37.0:22.0:40.0:299.0:40.0:63.0:88.0:10.0:357.0:325.0:25.0:10.0
515,516,20,女,中,300:873:919:875:454:627:634:908:12:1:104:111:953:936:825:862:116:122:791,406.0:145.0:41.0:156.0:341.0:12.0:9.0:81.0:70.0:80.0:10.0:90.0:96.0:9.0:29.0:10.0:9.0:9.0:35.0,386.0:37.0:10.0:264.0:350.0:9.0:9.0:40.0:54.0:95.0:91.0:10.0:42.0:28.0:10.0:10.0:9.0:9.0:49.0
516,517,18,女,重,876:872:930:951:832:823:9:97:98:208:295:914:624:501:487:120:121:682,274.0:28.0:10.0:37.0:11.0:18.0:149.0:11.0:91.0:245.0:156.0:42.0:10.0:80.0:170.0:10.0:15.0:11.0,273.0:29.0:10.0:37.0:11.0:18.0:150.0:10.0:90.0:244.0:155.0:40.0:10.0:80.0:170.0:10.0:15.0:11.0
517,518,32,男,中,922:157:929:158:191:534:685:870:494:690:881:639:818:846:103:31,50.0:18.0:65.0:9.0:360.0:77.0:9.0:77.0:213.0:9.0:224.0:120.0:151.0:9.0:100.0:150.0,50.0:10.0:62.0:15.0:381.0:10.0:46.0:10.0:341.0:10.0:290.0:10.0:10.0:10.0:100.0:150.0
518,519,20,女,轻,908:120:456:818:1053:451:19:10:878:947:674:751:620:644:109:101:191,43.0:10.0:139.0:10.0:60.0:106.0:47.0:88.0:115.0:10.0:10.0:54.0:10.0:15.0:32.0:82.0:364.0,50.0:15.0:170.0:10.0:10.0:122.0:62.0:79.0:135.0:37.0:10.0:40.0:10.0:10.0:53.0:49.0:411.0
519,520,36,男,重,939:881:935:908:573:659:71:32:909:95:276:694:144:113:827,46.0:300.0:28.0:31.0:200.0:47.0:10.0:140.0:19.0:148.0:354.0:9.0:66.0:165.0:123.0,10.0:301.0:41.0:40.0:352.0:15.0:10.0:139.0:10.0:100.0:406.0:10.0:10.0:10.0:65.0
520,521,27,女,中,300:879:262:463:466:870:101:95:1:30:629:627:822:1006:161:695:920:914,44.0:121.0:410.0:200.0:46.0:179.0:51.0:49.0:101.0:49.0:10.0:10.0:60.0:52.0:15.0:10.0:40.0:10.0,50.0:79.0:367.0:340.0:10.0:220.0:48.0:52.0:62.0:86.0:12.0:10.0:25.0:40.0:12.0:43.0:40.0:10.0
521,522,30,男,轻,630:890:95:521:195:930:1031:646:908:578:63:915:112:839:689,10.0:186.0:101.0:125.0:457.0:18.0:23.0:10.0:40.0:171.0:150.0:10.0:15.0:44.0:14.0,10.0:298.0:102.0:10.0:334.0:33.0:15.0:10.0:40.0:306.0:150.0:10.0:10.0:10.0:45.0
522,523,40,女,中,97:104:18:820:860:339:874:883:454:620:641:124:935:685:669:911,10.0:113.0:121.0:9.0:130.0:414.0:9.0:290.0:263.0:65.0:80.0:9.0:53.0:31.0:9.0:50.0,10.0:90.0:150.0:10.0:12.0:414.0:11.0:289.0:263.0:10.0:15.0:10.0:40.0:10.0:43.0:48.0
523,524,21,女,中,94:749:102:116:300:192:927:918:879:870:844:51:622:471:1004:955,91.0:65.0:11.0:25.0:362.0:52.0:36.0:10.0:194.0:106.0:10.0:149.0:10.0:249.0:10.0:54.0,10.0:10.0:90.0:12.0:86.0:304.0:10.0:31.0:142.0:157.0:36.0:148.0:23.0:252.0:29.0:11.0
524,525,39,男,中,935:444:218:633:909:809:94:921:905:872:95:939:482:92:671:123,46.0:63.0:372.0:10.0:35.0:10.0:52.0:14.0:186.0:112.0:87.0:10.0:287.0:109.0:65.0:25.0,10.0:276.0:400.0:10.0:40.0:10.0:90.0:10.0:141.0:159.0:10.0:46.0:58.0:151.0:65.0:25.0
525,526,44,男,重,920:627:959:649:909:1058:671:738:821:96:144:477:19:10:225:894,9.0:182.0:65.0:79.0:43.0:10.0:9.0:10.0:55.0:101.0:9.0:350.0:124.0:25.0:466.0:284.0,40.0:10.0:10.0:9.0:10.0:46.0:10.0:28.0:37.0:100.0:15.0:257.0:55.0:96.0:388.0:300.0
526,527,40,男,重,930:908:837:238:156:648:870:94:111:220:685:521:957:923:130:8,53.0:20.0:17.0:420.0:104.0:91.0:300.0:136.0:10.0:52.0:126.0:321.0:21.0:30.0:9.0:104.0,54.0:10.0:9.0:233.0:10.0:15.0:301.0:10.0:90.0:266.0:65.0:319.0:10.0:40.0:10.0:150.0
527,528,22,女,重,243:222:116:646:653:824:881:178:829:94:956:959:908:15:32:668:444,182.0:187.0:13.0:9.0:9.0:9.0:300.0:9.0:9.0:100.0:10.0:52.0:64.0:141.0:10.0:137.0:281.0,252.0:137.0:9.0:9.0:9.0:9.0:302.0:9.0:9.0:100.0:40.0:31.0:46.0:10.0:140.0:55.0:350.0
528,529,33,女,重,456:689:185:112:1067:725:15:531:918:908:105:810:818:662:888,188.0:9.0:352.0:10.0:50.0:10.0:149.0:28.0:9.0:40.0:101.0:9.0:44.0:25.0:301.0,188.0:9.0:352.0:10.0:39.0:13.0:149.0:28.0:10.0:40.0:101.0:9.0:41.0:25.0:301.0
529,530,39,男,轻,2:916:104:110:112:7:966:957:811:810:656:892:771:692:484:339:228,94.0:36.0:90.0:10.0:19.0:55.0:10.0:45.0:28.0:10.0:10.0:268.0:10.0:10.0:245.0:25.0:417.0,106.0:39.0:55.0:45.0:18.0:42.0:10.0:51.0:10.0:45.0:10.0:298.0:10.0:10.0:200.0:354.0:28.0
530,531,31,女,中,548:697:32:445:908:202:928:301:874:646:932:837:128:121:99,96.0:18.0:149.0:198.0:10.0:67.0:41.0:307.0:300.0:48.0:60.0:57.0:9.0:42.0:100.0,76.0:34.0:151.0:194.0:10.0:82.0:40.0:243.0:300.0:16.0:39.0:41.0:9.0:9.0:100.0
531,532,23,女,轻,883:908:472:131:14:870:186:73:95:919:185:626:672:763:850:937,200.0:9.0:275.0:9.0:43.0:101.0:353.0:107.0:97.0:55.0:15.0:44.0:41.0:10.0:10.0:61.0,56.0:25.0:277.0:9.0:73.0:244.0:288.0:77.0:100.0:24.0:211.0:25.0:10.0:44.0:19.0:40.0
532,533,35,女,轻,1026:932:896:870:100:96:500:670:788:818:811:153:117:225:48:916:924:655,65.0:10.0:37.0:263.0:72.0:29.0:246.0:10.0:26.0:10.0:26.0:15.0:10.0:392.0:151.0:10.0:40.0:10.0,64.0:10.0:34.0:265.0:72.0:29.0:246.0:10.0:25.0:10.0:23.0:15.0:10.0:392.0:151.0:10.0:40.0:10.0
533,534,34,男,重,870:24:472:473:915:97:105:23:117:145:837:1064:620:627:198:764,300.0:48.0:87.0:263.0:50.0:38.0:150.0:81.0:97.0:183.0:94.0:75.0:86.0:47.0:440.0:83.0,301.0:9.0:340.0:10.0:50.0:10.0:91.0:169.0:9.0:9.0:9.0:40.0:9.0:9.0:418.0:72.0
534,535,22,男,重,667:308:834:104:828:94:444:959:118:964:674:112:918:220:909:645:649:875:5,76.0:119.0:58.0:140.0:9.0:9.0:351.0:9.0:29.0:73.0:9.0:9.0:10.0:181.0:40.0:9.0:132.0:300.0:100.0,9.0:157.0:48.0:91.0:9.0:9.0:350.0:11.0:9.0:29.0:9.0:9.0:32.0:232.0:10.0:9.0:10.0:300.0:151.0
535,536,25,男,重,889:871:95:94:509:445:827:809:1040:644:914:10:29:797:134:135:331:234,107.0:193.0:90.0:10.0:10.0:340.0:180.0:9.0:81.0:90.0:70.0:141.0:9.0:9.0:9.0:9.0:318.0:182.0,289.0:10.0:91.0:9.0:10.0:340.0:41.0:10.0:75.0:10.0:50.0:142.0:9.0:10.0:10.0:15.0:193.0:288.0
536,537,27,男,重,926:95:158:155:913:450:809:880:627:30:276:687:947:931,9.0:148.0:14.0:11.0:40.0:295.0:28.0:300.0:10.0:101.0:341.0:12.0:47.0:10.0,9.0:102.0:13.0:12.0:40.0:284.0:28.0:300.0:10.0:147.0:376.0:12.0:10.0:31.0
537,538,18,男,中,668:103:771:95:497:26:114:655:880:893:942:953:908:920:826:186,10.0:78.0:52.0:21.0:285.0:150.0:25.0:10.0:170.0:129.0:65.0:10.0:40.0:10.0:13.0:416.0,10.0:78.0:52.0:21.0:285.0:150.0:25.0:10.0:173.0:127.0:65.0:10.0:40.0:10.0:13.0:416.0
538,539,40,男,重,881:830:120:112:878:812:444:186:954:943:629:625:100:911:668:67:58,211.0:9.0:9.0:42.0:90.0:9.0:277.0:300.0:49.0:25.0:9.0:9.0:100.0:50.0:120.0:128.0:23.0,88.0:10.0:9.0:9.0:212.0:10.0:350.0:446.0:30.0:27.0:9.0:9.0:102.0:39.0:32.0:137.0:12.0
539,540,19,男,中,445:95:810:930:816:97:922:653:929:521:871:870:195:112:725:44:49,35.0:92.0:17.0:24.0:10.0:11.0:50.0:25.0:46.0:261.0:288.0:11.0:414.0:10.0:49.0:64.0:87.0,35.0:92.0:16.0:24.0:10.0:11.0:50.0:25.0:46.0:263.0:289.0:9.0:414.0:10.0:43.0:72.0:78.0
540,541,26,女,中,228:293:875:871:993:111:95:911:927:134:860:64:25:774:672:622:627:540:463,174.0:229.0:278.0:23.0:42.0:49.0:52.0:40.0:10.0:9.0:44.0:88.0:63.0:9.0:69.0:24.0:9.0:179.0:115.0,174.0:229.0:291.0:9.0:40.0:48.0:51.0:33.0:10.0:10.0:18.0:140.0:11.0:10.0:23.0:15.0:10.0:169.0:115.0
541,542,45,女,重,300:1:2:109:190:123:870:869:1031:874:114:936:667:461:919:927:657:621,120.0:47.0:102.0:101.0:210.0:9.0:225.0:10.0:65.0:75.0:9.0:10.0:63.0:320.0:12.0:115.0:60.0:112.0,33.0:9.0:140.0:100.0:398.0:9.0:128.0:10.0:65.0:172.0:9.0:10.0:66.0:347.0:37.0:10.0:9.0:9.0
542,543,31,女,轻,379:708:927:112:83:74:612:892:108:106:682:621:941:951:823,386.0:10.0:50.0:10.0:10.0:138.0:268.0:165.0:133.0:9.0:36.0:25.0:10.0:65.0:29.0,299.0:10.0:39.0:13.0:76.0:73.0:277.0:294.0:59.0:41.0:10.0:13.0:41.0:10.0:55.0
543,544,42,男,中,102:820:465:371:153:185:461:722:900:950:940:627:632:32:15:910,101.0:15.0:67.0:239.0:10.0:162.0:283.0:25.0:207.0:78.0:9.0:15.0:10.0:59.0:91.0:50.0,101.0:65.0:102.0:270.0:9.0:108.0:99.0:10.0:300.0:54.0:10.0:15.0:10.0:68.0:80.0:40.0
544,545,31,男,轻,929:341:909:95:962:100:820:203:669:647:670:170:924:877:468:49,10.0:100.0:24.0:85.0:45.0:15.0:48.0:200.0:10.0:19.0:10.0:10.0:25.0:147.0:272.0:150.0,29.0:129.0:21.0:50.0:24.0:51.0:35.0:172.0:10.0:10.0:11.0:15.0:19.0:217.0:257.0:148.0
545,546,34,男,重,444:100:936:819:909:916:2:814:196:870:906:632:122:717,226.0:161.0:61.0:10.0:20.0:20.0:111.0:16.0:284.0:71.0:230.0:52.0:18.0:36.0,351.0:105.0:40.0:23.0:40.0:10.0:147.0:10.0:383.0:121.0:179.0:10.0:25.0:10.0
546,547,32,女,轻,810:854:106:108:919:13:20:632:120:112:725:760:938:957:363:351:886:528,13.0:35.0:49.0:52.0:43.0:65.0:87.0:16.0:10.0:10.0:10.0:10.0:14.0:27.0:70.0:327.0:299.0:270.0,13.0:35.0:48.0:51.0:43.0:64.0:85.0:15.0:10.0:10.0:10.0:10.0:14.0:26.0:70.0:327.0:300.0:270.0
547,548,35,女,重,755:311:95:2:870:820:198:446:560:173:126:910:921:933:938:635:631,89.0:313.0:102.0:149.0:282.0:9.0:44.0:31.0:251.0:20.0:9.0:9.0:85.0:48.0:65.0:71.0:9.0,36.0:115.0:101.0:151.0:301.0:27.0:297.0:9.0:340.0:9.0:9.0:10.0:39.0:36.0:23.0:9.0:9.0
548,549,25,女,重,5:815:42:477:829:546:95:106:621:620:1051:936:678:880:326:928:143,63.0:10.0:87.0:46.0:51.0:304.0:59.0:41.0:10.0:10.0:65.0:10.0:10.0:184.0:378.0:50.0:15.0,73.0:29.0:74.0:255.0:10.0:49.0:63.0:38.0:15.0:10.0:50.0:24.0:10.0:254.0:300.0:40.0:10.0
549,550,18,男,重,253:311:11:923:921:1017:809:101:97:988:92:810:445:625:621:132:674:671:877,340.0:76.0:15.0:109.0:11.0:40.0:10.0:10.0:90.0:10.0:135.0:10.0:265.0:9.0:164.0:35.0:17.0:17.0:300.0,286.0:63.0:10.0:26.0:14.0:9.0:10.0:10.0:90.0:33.0:140.0:10.0:350.0:10.0:10.0:15.0:10.0:45.0:300.0
550,551,23,女,重,71:957:917:877:880:327:225:626:627:136:97:105:849:774:676:450,125.0:40.0:39.0:113.0:101.0:134.0:166.0:9.0:9.0:15.0:72.0:51.0:55.0:10.0:10.0:341.0,148.0:40.0:40.0:127.0:98.0:134.0:166.0:10.0:10.0:15.0:61.0:40.0:55.0:10.0:10.0:341.0
